id,upacc,kingdom,phylum,class,order,family,genus,species
A0A1K2IQU0,A0A1K2IQU0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flaviramulus,Flaviramulus basaltis
A0A1K2IEU4,A0A1K2IEU4,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flaviramulus,Flaviramulus basaltis
C4L2Y8,C4L2Y8,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)
C4KYM7,C4KYM7,Bacteria,Firmicutes,Bacilli,Bacillales,,Exiguobacterium,Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)
A0A4Q7J7Y3,A0A4Q7J7Y3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis suaedae
A0A4Q7JFD2,A0A4Q7JFD2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis suaedae
A0A4Q7JAH3,A0A4Q7JAH3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis suaedae
A0A4Q7JD28,A0A4Q7JD28,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis suaedae
A0A2M8MX87,A0A2M8MX87,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,Pseudorhodobacter sp. MZDSW-24AT
Q215Z9,Q215Z9,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris
Q217F1,Q217F1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris
Q21C83,Q21C83,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris
A0A1I2D4T0,A0A1I2D4T0,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Sunxiuqinia,Sunxiuqinia elliptica
A0A398BGR9,A0A398BGR9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii
A0A316I1S3,A0A316I1S3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,Fulvimonas soli
A0A316HXD2,A0A316HXD2,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,Fulvimonas soli
A0A316I9I6,A0A316I9I6,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,Fulvimonas soli
A0A316HYE8,A0A316HYE8,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Fulvimonas,Fulvimonas soli
A0A1I2CSF4,A0A1I2CSF4,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Thermoflexibacteraceae,Thermoflexibacter,Thermoflexibacter ruber
A0A0Q5V8Z6,A0A0Q5V8Z6,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. Leaf363
A0A1Y1RUL2,A0A1Y1RUL2,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Marispirochaeta,Marispirochaeta aestuarii
A0A2U2I4S8,A0A2U2I4S8,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia glaciei
A0A2U2HJ37,A0A2U2HJ37,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia glaciei
A0A2U2I6Z7,A0A2U2I6Z7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia glaciei
A0A4R3FHQ8,A0A4R3FHQ8,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. BK376
A0A4R3G361,A0A4R3G361,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. BK376
A0A7Y5I5Q3,A0A7Y5I5Q3,Bacteria,Cyanobacteria,,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena biceps
A0A7Y5MA85,A0A7Y5MA85,Bacteria,Cyanobacteria,,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena biceps
G2NGC3,G2NGC3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. (strain SirexAA-E / ActE)
G2NFJ9,G2NFJ9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. (strain SirexAA-E / ActE)
G2NQD6,G2NQD6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. (strain SirexAA-E / ActE)
G2NHA7,G2NHA7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. (strain SirexAA-E / ActE)
A0A2X0WWH7,A0A2X0WWH7,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii
A0A5C6CSR6,A0A5C6CSR6,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Novipirellula,Novipirellula galeiformis
A0A5C6CRG6,A0A5C6CRG6,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Novipirellula,Novipirellula galeiformis
A0A6M0QES6,A0A6M0QES6,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mesophilus
A0A6M0QBQ3,A0A6M0QBQ3,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mesophilus
A0A6M0QAY8,A0A6M0QAY8,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mesophilus
A0A415R3Y3,A0A415R3Y3,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,Mitsuokella sp. AF33-22
A0A4Q2YCE4,A0A4Q2YCE4,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Q2Y993,A0A4Q2Y993,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Q2Y441,A0A4Q2Y441,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Q2XMA1,A0A4Q2XMA1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Q2XNW1,A0A4Q2XNW1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Q2YDI2,A0A4Q2YDI2,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,Verrucomicrobiaceae bacterium
A0A4Y9P1N6,A0A4Y9P1N6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus sp. CT_GayMR19
A0A4Y9P0C2,A0A4Y9P0C2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus sp. CT_GayMR19
A0A4Y9P7C3,A0A4Y9P7C3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus sp. CT_GayMR19
A0A1J4NSK8,A0A1J4NSK8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mangrovisoli
A0A1J4P233,A0A1J4P233,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mangrovisoli
A0A1J4NN67,A0A1J4NN67,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mangrovisoli
A0A1J4P0M7,A0A1J4P0M7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mangrovisoli
A0A1J4NPK8,A0A1J4NPK8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces mangrovisoli
A0A1U9ZTN5,A0A1U9ZTN5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
A0A1U9ZRR6,A0A1U9ZRR6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
A0A1V0A4J6,A0A1V0A4J6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
A0A1V0ACP4,A0A1V0ACP4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
A0A1U9ZV87,A0A1U9ZV87,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
A0A238J5R2,A0A238J5R2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,Boseongicola aestuarii
A0A238J577,A0A238J577,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,Boseongicola aestuarii
A0A238J024,A0A238J024,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,Boseongicola aestuarii
A0A238J5Z3,A0A238J5Z3,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Boseongicola,Boseongicola aestuarii
A0A4Q0MKD3,A0A4Q0MKD3,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MK35,A0A4Q0MK35,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MIJ8,A0A4Q0MIJ8,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MDN0,A0A4Q0MDN0,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MNX1,A0A4Q0MNX1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MPP1,A0A4Q0MPP1,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A4Q0MIA4,A0A4Q0MIA4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Hansschlegelia,Hansschlegelia zhihuaiae
A0A0B0D745,A0A0B0D745,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus sp. BBL2006
A0A3N5D742,A0A3N5D742,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Aurantiacibacter,Aurantiacibacter spongiae
A0A519YK18,A0A519YK18,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp.
A0A519Y3L4,A0A519Y3L4,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium sp.
A0A7X6K4W3,A0A7X6K4W3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter mobilis
A0A7X6K672,A0A7X6K672,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter mobilis
A0A7X6K505,A0A7X6K505,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter mobilis
A0A7X6HD58,A0A7X6HD58,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter mobilis
A0A6P1J3W5,A0A6P1J3W5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. BPS33
A0A6P1IXJ1,A0A6P1IXJ1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. BPS33
A0A3N1Q372,A0A3N1Q372,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Frondihabitans,Frondihabitans sp. PhB188
A0A367ETS4,A0A367ETS4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diacarni
A0A367ET95,A0A367ET95,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diacarni
A0A367FDR6,A0A367FDR6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diacarni
A0A367FBK5,A0A367FBK5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diacarni
A0A367EST9,A0A367EST9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces diacarni
A0A2M9J6W8,A0A2M9J6W8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9JCS3,A0A2M9JCS3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9JBP8,A0A2M9JBP8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9JDH5,A0A2M9JDH5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9JBB5,A0A2M9JBB5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9J7I2,A0A2M9J7I2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A2M9IXZ3,A0A2M9IXZ3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01201
A0A0B4RAF4,A0A0B4RAF4,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. PAMC 21323
A0A0B4RBW2,A0A0B4RBW2,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. PAMC 21323
A0A0B4RGF6,A0A0B4RGF6,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. PAMC 21323
A0A0M0GQL5,A0A0M0GQL5,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rossellomorea,Rossellomorea marisflavi
A0A0M0GQ11,A0A0M0GQ11,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Rossellomorea,Rossellomorea marisflavi
A0A0B9A0S7,A0A0B9A0S7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium linens
A0A090K7C6,A0A090K7C6,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella viscosa
A0A268SAC7,A0A268SAC7,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 7516
A0A268SJS1,A0A268SJS1,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. 7516
A0A3A3Z6M8,A0A3A3Z6M8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3Z060,A0A3A3Z060,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3Z2H3,A0A3A3Z2H3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3YXA9,A0A3A3YXA9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3YPJ4,A0A3A3YPJ4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3Z6W3,A0A3A3Z6W3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A3A3Z343,A0A3A3Z343,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Motilibacterales,Vallicoccaceae,Vallicoccus,Vallicoccus soli
A0A4P6KFY9,A0A4P6KFY9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter triazinivorans
A0A4P6KHP2,A0A4P6KHP2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter triazinivorans
A0A4P6KHG3,A0A4P6KHG3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micrococcales,Microbacteriaceae,Leucobacter,Leucobacter triazinivorans
M5DPY4,M5DPY4,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus oleivorans
A0A6G7Y7W3,A0A6G7Y7W3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Propionibacteriales,Propionibacteriaceae,Brevilactibacter,Brevilactibacter coleopterorum
A0A6G7Y287,A0A6G7Y287,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Propionibacteriales,Propionibacteriaceae,Brevilactibacter,Brevilactibacter coleopterorum
A0A0U4UXL0,A0A0U4UXL0,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. F8
A0A0U4VEV8,A0A0U4VEV8,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. F8
A0A0U4NFK9,A0A0U4NFK9,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera,Rheinheimera sp. F8
S6HF04,S6HF04,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,Osedax symbiont Rs1
S6H716,S6H716,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,Osedax symbiont Rs1
S6GCI1,S6GCI1,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,,Osedax symbiont Rs1
A0A248YPY4,A0A248YPY4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50
A0A248YLZ2,A0A248YLZ2,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50
A0A248YJB7,A0A248YJB7,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Plantactinospora,Plantactinospora sp. KBS50
A0A1R1I1E5,A0A1R1I1E5,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexus,Azonexus hydrophilus
A0A1R1I1C1,A0A1R1I1C1,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Azonexus,Azonexus hydrophilus
V2UWL8,V2UWL8,Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter brisouii
A0A5Q0EG94,A0A5Q0EG94,Bacteria,Proteobacteria,Gammaproteobacteria,,,,gamma proteobacterium SS-5
A0A1H0VHL9,A0A1H0VHL9,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1H0W1P8,A0A1H0W1P8,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1H0LG58,A0A1H0LG58,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1H0W9F5,A0A1H0W9F5,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1H0WE22,A0A1H0WE22,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1H0Q171,A0A1H0Q171,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Pseudonocardiales,Pseudonocardiaceae,Actinokineospora,Actinokineospora alba
A0A1A8T440,A0A1A8T440,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas aquimarina
A0A1A8TD02,A0A1A8TD02,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas aquimarina
A0A1A8TGD9,A0A1A8TGD9,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas aquimarina
A0A2Z3MSM8,A0A2Z3MSM8,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga alhagiae
A0A2Z3MWW0,A0A2Z3MWW0,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga alhagiae
A0A2Z3MU96,A0A2Z3MU96,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga,Chitinophaga alhagiae
A0A6F8YW45,A0A6F8YW45,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Phytohabitans,Phytohabitans suffuscus
A0A6F8YXN3,A0A6F8YXN3,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Phytohabitans,Phytohabitans suffuscus
A0A6F8YW94,A0A6F8YW94,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Phytohabitans,Phytohabitans suffuscus
A0A6F8YZJ6,A0A6F8YZJ6,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Micromonosporales,Micromonosporaceae,Phytohabitans,Phytohabitans suffuscus
A0A3M0GFN5,A0A3M0GFN5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Dokdonia,Dokdonia sinensis
A0A426V9G5,A0A426V9G5,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp. SJQ9
A0A426VAW7,A0A426VAW7,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Aquabacterium,Aquabacterium sp. SJQ9
A0A4R3LP00,A0A4R3LP00,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Aquabacter,Aquabacter spiritensis
A0A4R3LNG7,A0A4R3LNG7,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Aquabacter,Aquabacter spiritensis
A0A1E8PXI4,A0A1E8PXI4,Bacteria,Actinobacteria,Actinomycetia (high G+C Gram-positive bacteria),Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium grossiae
A0A7X6E9X0,A0A7X6E9X0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BG5
A0A7X6EQ55,A0A7X6EQ55,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BG5
A0A7X6EPV0,A0A7X6EPV0,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. BG5
N1U3B6,N1U3B6,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira weilii
N1U9U1,N1U9U1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira weilii
N1UKL2,N1UKL2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira weilii
A0A2S7T6K0,A0A2S7T6K0,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aureicoccus,Aureicoccus marinus
